paper_title,author,year,journal,dataset,dataset_size,num_inputs,classes,train_size,test_size,method,situation,error,error_sd,tuning,ntree,mtry,evaluation,comparison
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0Scrambled,12,45101,2,7,5,rf,select-HD,75,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18Scrambled,12,45101,2,7,5,rf,select-HD,58.3,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,adenocarcinoma microArray,76,13432,2,47,29,rf,select-HD,13.2,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,astrocytoma,14,12625,2,8,6,rf,select-HD,21.4,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,breast cancer microArray,35,15926,2,22,13,rf,select-HD,2.9,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,pima microArray,35,22283,2,22,13,rf,select-HD,54.3,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,epilepsy,13,31099,2,8,5,rf,select-HD,15.4,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,hiv,28,12625,2,17,11,rf,select-HD,35.7,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,lymph node sinus,20,22283,2,12,8,rf,select-HD,0,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,prostate microArray,10,54675,2,6,4,rf,select-HD,20,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0,12,45101,2,7,5,rf-pvalFilter,select-HD,58.3,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18,12,45101,2,7,5,rf-pvalFilter,select-HD,8.3,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0Scrambled,12,45101,2,7,5,rf-pvalFilter,select-HD,75,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18Scrambled,12,45101,2,7,5,rf-pvalFilter,select-HD,66.7,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,adenocarcinoma microArray,76,13432,2,47,29,rf-pvalFilter,select-HD,14.5,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,astrocytoma,14,12625,2,8,6,rf-pvalFilter,select-HD,7.1,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,breast cancer microArray,35,15926,2,22,13,rf-pvalFilter,select-HD,2.9,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,pima microArray,35,22283,2,22,13,rf-pvalFilter,select-HD,51.4,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,epilepsy,13,31099,2,8,5,rf-pvalFilter,select-HD,7.7,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,hiv,28,12625,2,17,11,rf-pvalFilter,select-HD,42.9,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,lymph node sinus,20,22283,2,12,8,rf-pvalFilter,select-HD,0,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,prostate microArray,10,54675,2,6,4,rf-pvalFilter,select-HD,20,NA,default,1000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0,12,45101,2,7,5,rf,select-HD,25,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18,12,45101,2,7,5,rf,select-HD,8.3,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0Scrambled,12,45101,2,7,5,rf,select-HD,33.3,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18Scrambled,12,45101,2,7,5,rf,select-HD,58.3,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,adenocarcinoma microArray,76,13432,2,47,29,rf,select-HD,14.5,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,astrocytoma,14,12625,2,8,6,rf,select-HD,0,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,breast cancer microArray,35,15926,2,22,13,rf,select-HD,2.9,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,pima microArray,35,22283,2,22,13,rf,select-HD,28.6,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,epilepsy,13,31099,2,8,5,rf,select-HD,0,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,hiv,28,12625,2,17,11,rf,select-HD,35.7,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,lymph node sinus,20,22283,2,12,8,rf,select-HD,0,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,prostate microArray,10,54675,2,6,4,rf,select-HD,30,NA,fixed,1000,p^(3/4),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0,12,45101,2,7,5,varSelRFboot,select-HD,52.7,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18,12,45101,2,7,5,varSelRFboot,select-HD,26,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0Scrambled,12,45101,2,7,5,varSelRFboot,select-HD,53.5,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18Scrambled,12,45101,2,7,5,varSelRFboot,select-HD,49.4,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,adenocarcinoma microArray,76,13432,2,47,29,varSelRFboot,select-HD,21.1,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,astrocytoma,14,12625,2,8,6,varSelRFboot,select-HD,22.9,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,breast cancer microArray,35,15926,2,22,13,varSelRFboot,select-HD,4.1,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,pima microArray,35,22283,2,22,13,varSelRFboot,select-HD,38.7,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,epilepsy,13,31099,2,8,5,varSelRFboot,select-HD,30.6,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,hiv,28,12625,2,17,11,varSelRFboot,select-HD,28.3,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,lymph node sinus,20,22283,2,12,8,varSelRFboot,select-HD,5.6,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,prostate microArray,10,54675,2,6,4,varSelRFboot,select-HD,29.5,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0,12,45101,2,7,5,varSelRFcv,select-HD,54.3,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18,12,45101,2,7,5,varSelRFcv,select-HD,31.6,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0Scrambled,12,45101,2,7,5,varSelRFcv,select-HD,55.6,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18Scrambled,12,45101,2,7,5,varSelRFcv,select-HD,49.6,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,adenocarcinoma microArray,76,13432,2,47,29,varSelRFcv,select-HD,22.9,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,astrocytoma,14,12625,2,8,6,varSelRFcv,select-HD,28.4,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,breast cancer microArray,35,15926,2,22,13,varSelRFcv,select-HD,6.1,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,pima microArray,35,22283,2,22,13,varSelRFcv,select-HD,42.2,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,epilepsy,13,31099,2,8,5,varSelRFcv,select-HD,35.7,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,hiv,28,12625,2,17,11,varSelRFcv,select-HD,33.5,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,lymph node sinus,20,22283,2,12,8,varSelRFcv,select-HD,8.3,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,prostate microArray,10,54675,2,6,4,varSelRFcv,select-HD,34.8,NA,fixed,2000,1,OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0,12,45101,2,7,5,enrichRF(t),select-HD,16.7,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18,12,45101,2,7,5,enrichRF(t),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0Scrambled,12,45101,2,7,5,enrichRF(t),select-HD,83.3,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18Scrambled,12,45101,2,7,5,enrichRF(t),select-HD,66.7,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,adenocarcinoma microArray,76,13432,2,47,29,enrichRF(t),select-HD,14.5,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,astrocytoma,14,12625,2,8,6,enrichRF(t),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,breast cancer microArray,35,15926,2,22,13,enrichRF(t),select-HD,2.9,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,pima microArray,35,22283,2,22,13,enrichRF(t),select-HD,45.7,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,epilepsy,13,31099,2,8,5,enrichRF(t),select-HD,15.4,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,hiv,28,12625,2,17,11,enrichRF(t),select-HD,25,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,lymph node sinus,20,22283,2,12,8,enrichRF(t),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,prostate microArray,10,54675,2,6,4,enrichRF(t),select-HD,10,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0,12,45101,2,7,5,enrichRF(Ct),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18,12,45101,2,7,5,enrichRF(Ct),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0Scrambled,12,45101,2,7,5,enrichRF(Ct),select-HD,66.7,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18Scrambled,12,45101,2,7,5,enrichRF(Ct),select-HD,66.7,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,adenocarcinoma microArray,76,13432,2,47,29,enrichRF(Ct),select-HD,14.5,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,astrocytoma,14,12625,2,8,6,enrichRF(Ct),select-HD,7.1,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,breast cancer microArray,35,15926,2,22,13,enrichRF(Ct),select-HD,2.9,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,pima microArray,35,22283,2,22,13,enrichRF(Ct),select-HD,54.3,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,epilepsy,13,31099,2,8,5,enrichRF(Ct),select-HD,15.4,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,hiv,28,12625,2,17,11,enrichRF(Ct),select-HD,25,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,lymph node sinus,20,22283,2,12,8,enrichRF(Ct),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,prostate microArray,10,54675,2,6,4,enrichRF(Ct),select-HD,10,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0,12,45101,2,7,5,enrichRFcv(t),select-HD,8.3,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18,12,45101,2,7,5,enrichRFcv(t),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0Scrambled,12,45101,2,7,5,enrichRFcv(t),select-HD,75,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18Scrambled,12,45101,2,7,5,enrichRFcv(t),select-HD,41.7,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,adenocarcinoma microArray,76,13432,2,47,29,enrichRFcv(t),select-HD,14.5,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,astrocytoma,14,12625,2,8,6,enrichRFcv(t),select-HD,7.1,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,breast cancer microArray,35,15926,2,22,13,enrichRFcv(t),select-HD,2.9,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,pima microArray,35,22283,2,22,13,enrichRFcv(t),select-HD,48.6,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,epilepsy,13,31099,2,8,5,enrichRFcv(t),select-HD,7.7,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,hiv,28,12625,2,17,11,enrichRFcv(t),select-HD,25,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,lymph node sinus,20,22283,2,12,8,enrichRFcv(t),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,prostate microArray,10,54675,2,6,4,enrichRFcv(t),select-HD,10,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0,12,45101,2,7,5,enrichRFcv(Ct),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18,12,45101,2,7,5,enrichRFcv(Ct),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day0Scrambled,12,45101,2,7,5,enrichRFcv(Ct),select-HD,66.7,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,slc17a5Day18Scrambled,12,45101,2,7,5,enrichRFcv(Ct),select-HD,58.3,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,adenocarcinoma microArray,76,13432,2,47,29,enrichRFcv(Ct),select-HD,15.8,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,astrocytoma,14,12625,2,8,6,enrichRFcv(Ct),select-HD,7.1,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,breast cancer microArray,35,15926,2,22,13,enrichRFcv(Ct),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,pima microArray,35,22283,2,22,13,enrichRFcv(Ct),select-HD,57.1,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,epilepsy,13,31099,2,8,5,enrichRFcv(Ct),select-HD,15.4,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,hiv,28,12625,2,17,11,enrichRFcv(Ct),select-HD,28.6,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,lymph node sinus,20,22283,2,12,8,enrichRFcv(Ct),select-HD,0,NA,default,2000,sqrt(p),OOB,simple diff
Enriched random forests,Amaratunga et al.,2008,Bioinformatics,prostate microArray,10,54675,2,6,4,enrichRFcv(Ct),select-HD,10,NA,default,2000,sqrt(p),OOB,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,mushroom,8124,112,2,6000,2124,rf,allround,1,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,dna,2586,180,3,1400,1186,rf,allround,10.9,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,satellite,5104,36,6,3104,2000,rf,allround,11.3,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,zip,9298,256,10,7291,2007,rf,allround,7.8,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,letters,20000,16,26,15000,5000,rf,allround,9.7,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,mushroom,8124,112,2,6000,2124,online-rf,online,1.2,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,dna,2586,180,3,1400,1186,online-rf,online,11.2,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,satellite,5104,36,6,3104,2000,online-rf,online,11.8,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,zip,9298,256,10,7291,2007,online-rf,online,8.6,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,letters,20000,16,26,15000,5000,online-rf,online,10.4,NA,NA,200,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,mushroom,8124,112,2,6000,2124,online-adaboost,online,1.3,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,dna,2586,180,3,1400,1186,online-adaboost,online,17.3,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,satellite,5104,36,6,3104,2000,online-adaboost,online,25.7,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,zip,9298,256,10,7291,2007,online-adaboost,online,22.4,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,letters,20000,16,26,15000,5000,online-adaboost,online,26.3,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,mushroom,8124,112,2,6000,2124,online-logitboost,online,1.2,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,dna,2586,180,3,1400,1186,online-logitboost,online,11.7,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,satellite,5104,36,6,3104,2000,online-logitboost,online,15.2,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,zip,9298,256,10,7291,2007,online-logitboost,online,13.4,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,letters,20000,16,26,15000,5000,online-logitboost,online,22.3,NA,NA,500,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,mushroom,8124,112,2,6000,2124,online-savage,online,0.013,NA,NA,NA,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,dna,2586,180,3,1400,1186,online-savage,online,0.097,NA,NA,NA,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,satellite,5104,36,6,3104,2000,online-savage,online,0.156,NA,NA,NA,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,zip,9298,256,10,7291,2007,online-savage,online,0.139,NA,NA,NA,NA,NA,simple diff
On-line random forests,Saffari et al.,2009,ICCV Workshops,letters,20000,16,26,15000,5000,online-savage,online,0.241,NA,NA,NA,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,breast cancer,699,9,2,461,238,rf,allround,30.77,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,cleveland heart,303,13,2,199,104,rf,allround,17.31,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,glass,214,9,6,141,73,rf,allround,30.14,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,hepatitis,155,19,2,102,53,rf,allround,15.1,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,labour,57,16,2,37,20,rf,allround,10,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,sonar,208,60,2,137,71,rf,allround,26.77,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,vowel,990,21,11,653,337,rf,allround,11.87,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,letters,20000,16,26,13200,6800,rf,allround,6.86,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,waveform,300,21,3,198,102,rf,allround,19.18,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,breast cancer,699,9,2,461,238,baggedRF,allround,26.54,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,cleveland heart,303,13,2,199,104,baggedRF,allround,15.39,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,glass,214,9,6,141,73,baggedRF,allround,27.4,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,hepatitis,155,19,2,102,53,baggedRF,allround,15.1,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,labour,57,16,2,37,20,baggedRF,allround,5,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,sonar,208,60,2,137,71,baggedRF,allround,19.72,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,vowel,990,21,11,653,337,baggedRF,allround,8.91,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,letters,20000,16,26,13200,6800,baggedRF,allround,6.86,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,waveform,300,21,3,198,102,baggedRF,allround,15.24,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,breast cancer,699,9,2,461,238,boostedRF,allround,33.68,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,cleveland heart,303,13,2,199,104,boostedRF,allround,17.31,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,glass,214,9,6,141,73,boostedRF,allround,32.88,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,hepatitis,155,19,2,102,53,boostedRF,allround,11.33,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,labour,57,16,2,37,20,boostedRF,allround,5,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,sonar,208,60,2,137,71,boostedRF,allround,26.77,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,vowel,990,21,11,653,337,boostedRF,allround,7.72,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,letters,20000,16,26,13200,6800,boostedRF,allround,6.86,NA,NA,20,NA,NA,simple diff
Meta random forests,Boinee et al.,2008,International Journal of Computationnal Intelligence,waveform,300,21,3,198,102,boostedRF,allround,16.95,NA,NA,20,NA,NA,simple diff
On oblique random forests,Menze et al.,2011,Machine Learning and Knowledge Discovery in Databases,chess,3196,36,2,NA,NA,svm-radial,allround,2.8,NA,3-cv grid search,NA,NA,10 runs 10-cv,paired cox-wilcoxon
On oblique random forests,Menze et al.,2011,Machine Learning and Knowledge Discovery in Databases,credit,690,15,2,NA,NA,svm-radial,allround,15.3,NA,3-cv grid search,NA,NA,10 runs 10-cv,paired cox-wilcoxon
On oblique random forests,Menze et al.,2011,Machine Learning and Knowledge Discovery in Databases,heart,270,13,2,NA,NA,svm-radial,allround,23,NA,3-cv grid search,NA,NA,10 runs 10-cv,paired cox-wilcoxon
On oblique random forests,Menze et al.,2011,Machine Learning and Knowledge Discovery in Databases,hepatitis,155,19,2,NA,NA,svm-radial,allround,20.9,NA,3-cv grid search,NA,NA,10 runs 10-cv,paired cox-wilcoxon
